Name,Price
Ford Figo Aspire 1.2 Ti-VCT Trend,8.422277703051705
Maruti Eeco 7 Seater Standard,8.611059632763336
Mercedes-Benz S Class 2005 2013 S 350 L,6.93009723561173
Honda CR-V RVi MT,2.66046226653235
Audi A6 2011-2015 2.0 TDI Premium Plus,6.94812028644878
Hyundai i10 Magna,15.52714848999359
Toyota Corolla Altis Diesel D4DG,4.989802345257779
Maruti Ertiga VDI,10.220774293380998
Honda Amaze S Petrol,1.9274475573869738
Ford Fiesta Classic 1.4 Duratorq LXI,4.372169481983521
Chevrolet Beat Diesel LS,1.767037255592491
Maruti Ertiga VXI CNG,2.952514475487604
Toyota Corolla Altis 2008-2013 1.8 VL AT,3.6342622123761834
Toyota Innova Crysta 2.7 GX MT,3.9007453532071272
Volvo V40 D3 R Design,3.8154159298910066
Skoda Octavia Ambition 1.4 TSI MT,5.77057019722092
BMW 5 Series 530d M Sport,6.835832764862384
Hyundai Santa Fe 4WD AT,4.404346909522767
Renault Duster 85PS Diesel RxL,6.433172821280037
Mercedes-Benz M-Class ML 320 CDI,7.629686461568238
Maruti Dzire VDI,13.662942210626646
Toyota Fortuner 4x2 4 Speed AT,8.262796164912459
Hyundai i10 Sportz 1.2,9.947327847589833
Maruti Swift VXi BSIV,3.3428115951448616
Toyota Fortuner 4x2 AT,4.359217363809851
Mini Cooper Convertible S,7.64952741951326
Maruti Alto 800 2016-2019 CNG LXI,5.7214339735525845
Honda Brio S Option MT,6.215663849256723
Honda City i DTEC V,3.832608168913489
BMW X5 3.0d,3.93306961251687
Jaguar XF 2.0 Diesel Portfolio,6.210625823883192
Volkswagen Polo 1.5 TDI Highline,12.054363622471833
Mercedes-Benz S Class 2005 2013 S 350 L,7.337776822268768
BMW 3 Series 320d Sedan,3.9831630605134647
Chevrolet Beat LS,6.550926058117352
Volkswagen Vento 1.5 TDI Highline AT,5.824074537086811
Nissan Sunny 2011-2014 Diesel XL,8.427957382330412
Audi A4 2.0 TDI,6.108581881637789
Volkswagen Vento 1.5 TDI Highline AT,5.809529221002783
Chevrolet Aveo U-VA 1.2 LS,3.187899579209426
Toyota Prius 2009-2016 Z4,4.705152070958214
Hyundai Santro Xing XG,4.141143192178109
Mahindra Thar CRDe,8.245207497762841
Volkswagen Polo Diesel Highline 1.2L,5.369772415652721
Honda Accord 2.4 AT,6.446860745228844
Ford Figo Diesel ZXI,6.397385833229616
Audi A4 2.0 TDI Premium Sport Limited Edition,4.023906507496192
Hyundai Santro Xing GL,6.7222444887815245
Datsun redi-GO T Option,6.244413399044115
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,8.25079206145342
Volkswagen Vento Petrol Highline AT,6.367354352777768
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,8.750980558326134
Mercedes-Benz E-Class E 220 d,6.790997321275586
Maruti Dzire AMT ZDI Plus,6.661794144371227
Audi A4 2.0 TDI 177 Bhp Premium Plus,3.6302837787989146
Ford Endeavour 3.2 Titanium AT 4X4,6.3866143463252865
Honda City i-VTEC CVT ZX,7.313781102251794
Audi Q5 30 TDI quattro Premium,6.004443517343464
Jeep Compass 2.0 Longitude,7.071131846298686
Hyundai i10 Magna,7.569132948193171
Toyota Innova Crysta 2.4 VX MT,14.346791670331001
Audi RS5 Coupe,5.618252194538022
Hyundai Elantra CRDi SX,5.743531355806378
Skoda Superb Style 1.8 TSI AT,8.147006592932833
BMW 5 Series 520d Luxury Line,6.449083129197659
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2.4538388222750744
Honda Mobilio S i DTEC,5.546530350958258
Honda Amaze S i-Dtech,8.08806067869222
BMW 3 Series 320d Highline,3.3707485639384105
Jaguar XF 2.2 Litre Luxury,10.955272707998109
Datsun redi-GO T Option,4.524027601675717
Hyundai EON Magna Plus,2.103059718045489
Maruti Swift LDI,6.1165259873663205
BMW X5 xDrive 30d,5.327669648171878
Honda City i-VTEC CVT VX,10.534304628835638
Hyundai i10 Magna 1.1,13.555507391214867
Toyota Innova Crysta 2.7 GX MT,5.692782006085404
Maruti Grand Vitara AT,6.713102208597544
Maruti Wagon R VXI BSIII,5.972724240749932
Audi Q5 2008-2012 2.0 TDI,4.400499418236356
Hyundai i10 Magna,6.677756024284409
Skoda Octavia Elegance 2.0 TDI AT,7.484280968044382
Maruti Swift ZDi,3.460534793244336
Honda Amaze SX i-VTEC,4.082322896338826
Maruti Vitara Brezza VDi,6.474926961274251
Renault Duster 85PS Diesel RxE,3.8667451720496837
Hyundai Xcent 1.2 Kappa AT S Option,4.765407129377353
Audi A4 35 TDI Premium Plus,5.343544466415467
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,9.83856275266281
Audi A4 2.0 TDI 177 Bhp Premium Plus,3.3507397476540675
Volkswagen Ameo 1.2 MPI Highline,4.441546959749957
Chevrolet Beat LT,10.392530831182192
Jeep Compass 2.0 Longitude,6.315706440700718
Toyota Camry Hybrid 2.5,11.259012974394683
Chevrolet Aveo U-VA 1.2 LT,8.25497203137071
Mercedes-Benz New C-Class 220 CDI AT,3.8214537278951717
Toyota Fortuner 4x2 AT,2.59582612078286
Ford Ikon 1.3 Flair,3.682702573527621
Audi Q7 3.0 TDI Quattro Technology,9.321645901473513
Tata Nano XTA,7.966790232039668
Volkswagen Vento Diesel Comfortline,2.195556470048494
Skoda Superb Elegance 1.8 TSI AT,8.13194363454459
Honda Jazz 1.2 VX i VTEC,7.346867131057473
Maruti Celerio CNG VXI MT,4.743305919671325
Maruti Dzire AMT ZDI Plus,5.520229142400095
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,8.413660025670652
Toyota Innova 2.5 ZX Diesel 7 Seater,11.755755986770748
Maruti Eeco 5 STR With AC Plus HTR CNG,7.359469442655678
Hyundai Verna VTVT 1.6 AT SX Plus,8.586604115295962
Mini Cooper 5 DOOR D,3.3061722823659734
Hyundai Santro Xing GLS LPG,4.909024510920063
Toyota Corolla H2,6.532177378049201
Mahindra XUV500 AT W10 FWD,6.025842228087047
Maruti Swift VXI BSIII,11.710970161334874
Mini Cooper 3 DOOR D,6.756635835034063
Tata Zest Quadrajet 1.3 75PS XE,10.674188510136172
Maruti Swift VDI,8.845433334110176
Mini Cooper Convertible S,3.2593661619520304
Maruti Baleno Zeta 1.2,4.339519415327372
Nissan Terrano XL Plus 85 PS,12.770659072521042
Maruti Swift Dzire VXi,7.509829773001196
Hyundai Santa Fe 4X4,6.505176275728316
Toyota Innova Crysta 2.4 VX MT,2.6462650820296902
Honda Amaze VX i-Vtech,4.279315614989614
Hyundai EON D Lite Plus,3.8491288134317756
Hyundai Grand i10 CRDi Sportz,6.262467773832452
Hyundai Santro Xing XL,3.5439906015419327
Honda City 1.5 E MT,3.033024529029241
Mercedes-Benz E-Class 2015-2017 E250 Edition E,6.531820474665018
Chevrolet Sail Hatchback LS ABS,3.9321368043392964
Audi Q5 2.0 TDI Premium Plus,12.839685654089266
Volkswagen Polo 1.2 MPI Trendline,7.657117060937636
Volkswagen Polo GT TSI,9.749649562651697
Maruti Vitara Brezza ZDi Plus Dual Tone,3.8398877347699525
Maruti Estilo LXI,6.619014970541898
Toyota Fortuner 4x4 MT,3.891578620476987
Ford Endeavour 3.2 Trend AT 4X4,13.369793499041556
Renault Duster 110PS Diesel RXZ Option,4.3495062032684135
Hyundai i20 Asta 1.4 CRDi,8.675050857081995
Renault Koleos 2.0 Diesel,6.579393610581447
Jeep Compass 2.0 Limited 4X4,6.891362860371017
Hyundai Verna 1.6 SX CRDI (O) AT,6.634082554920748
Mahindra NuvoSport N6,4.190989776355179
Renault Duster 110PS Diesel RxL AMT,7.237396348400823
Toyota Fortuner 2.8 4WD MT,3.281464711318734
Mini Cooper 3 DOOR D,7.524018848399847
Volvo V40 Cross Country D3,4.277503152173773
Mahindra Scorpio 2.6 DX,7.955355294274134
Nissan Sunny 2011-2014 Diesel XL,6.106177766369825
Hyundai Grand i10 CRDi Magna,3.220521937747969
BMW X1 M Sport sDrive 20d,4.0619940878891745
Maruti Swift 1.3 ZXI,7.9639929262865765
Toyota Etios Liva V,9.91868484085435
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,4.08065783959545
Honda Brio 1.2 VX MT,9.30808517450248
Hyundai EON LPG Era Plus Option,7.831266380354122
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,13.49273218210767
Chevrolet Beat LT,10.434504894121922
Renault KWID RXT,7.313287248004769
Toyota Prius 2009-2016 Z4,4.839723360059977
Hyundai Verna Xi (Petrol),8.561587379402742
Honda City i VTEC CVT VX,13.187824834212904
Honda City i VTEC CVT VX,7.04261083363899
Hyundai Santa Fe 2WD AT,3.4125128301776106
Chevrolet Beat Diesel LT,9.017063073259575
Tata Indigo CS eVX,6.2059327434083995
Honda City 1.5 GXI,7.122778455198206
Maruti Omni MPI STD BSIV,5.9289321607933685
Chevrolet Beat Diesel LT,4.009504253587021
BMW 3 Series 320d,3.2738726718545137
Tata Indigo CS eVX,6.861172744761059
Tata Zest Revotron 1.2T XE,9.134582182250629
Maruti Vitara Brezza VDi,8.731235627748895
Mahindra Scorpio VLX,6.977734018834799
Audi A4 2.0 TDI,3.6421455701569396
Honda Jazz 1.2 V CVT i VTEC,13.751879291689978
Chevrolet Optra 1.6 LS,8.403354657725664
Toyota Etios Liva V,8.47110171944637
Mercedes-Benz B Class B200 CDI,11.8560919365585
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,12.558754324799526
Maruti Swift 1.3 LXI,8.028112168041464
Honda Jazz Select Edition,6.324233478294708
BMW 5 Series 520d Sedan,9.733092923587535
Volkswagen Polo Petrol Highline 1.2L,6.697848753982421
Tata Nano Twist XT,12.276243182451562
Mahindra E Verito D4,5.819706996706607
Hyundai Verna 1.6 EX VTVT,6.816811492743397
Mercedes-Benz New C-Class 220 CDI AT,6.570562922807685
Hyundai Creta 1.6 SX Automatic Diesel,10.708604762471847
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,6.167285796689386
Ford Ikon 1.3 Flair,12.31135309870523
Tata Tigor XE Diesel,8.823403652891187
Maruti Swift Dzire VXi,5.02426004526341
Volkswagen Vento Diesel Comfortline,7.481920975363202
Land Rover Range Rover Sport 2005 2012 Sport,8.711187093946613
Honda City i DTec V,3.4606333716332536
Hyundai Grand i10 CRDi Sportz,9.701521059580525
Volkswagen Polo 1.5 TDI Comfortline,3.081529271030412
Toyota Fortuner 3.0 Diesel,7.872829365482768
Toyota Etios Liva GD,6.338999607068299
Toyota Corolla Altis D-4D GL,6.191615295500163
Hyundai Elantra SX,6.21344201993879
Mercedes-Benz New C-Class C 200 CGI Avantgarde,1.2021961158704368
Maruti Wagon R Duo LX BSIII,10.77370140828721
Maruti Swift Vdi BSIII,3.1021346655386277
Renault KWID Climber 1.0 AMT,4.644317927582932
Honda City i-VTEC CVT VX,7.466204270075159
Toyota Innova Crysta 2.8 ZX AT,6.713924892407147
Maruti Swift Dzire LDI,3.80364671580032
Honda Civic 2006-2010 1.8 V MT,4.245530144031452
Hyundai i20 Sportz 1.4 CRDi,4.597932959896092
Maruti Eeco 7 Seater Standard,4.5870372468287774
Honda City i VTEC V,8.216637321611557
Fiat Linea Emotion Pack (Diesel),5.886227199677234
Maruti Swift 1.3 VXi,4.938125445430145
Maruti Wagon R LXI CNG,5.7052442252045745
Maruti Ertiga ZDI,6.254963321149957
Hyundai i20 Magna Optional 1.2,4.194858337136839
Renault KWID 1.0 RXT Optional,2.624779064191504
Hyundai i20 1.2 Spotz,3.7464247792912566
Maruti Vitara Brezza ZDi Plus Dual Tone,7.354403731090128
Hyundai Verna 1.6 CRDi AT SX,3.494668901451332
Land Rover Range Rover 3.0 D,10.116533932986794
Tata Indigo CS eGLX BS IV,5.992727633515343
Maruti Swift Dzire VDI,3.5861228645090755
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,9.68578352554172
Hyundai Verna VTVT 1.6 AT SX Option,7.370714777055647
Ford EcoSport 1.5 TDCi Titanium,7.531821166184755
Audi A4 2.0 TDI 177 Bhp Premium Plus,5.831857458860701
Maruti Eeco 7 Seater Standard,3.2138140085642277
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,9.033616011666702
Maruti Vitara Brezza ZDi Plus Dual Tone,6.167502148467098
Ford Endeavour 3.0L 4X4 AT,11.317378630277936
Maruti Wagon R VXI BSIII,4.5364161080233485
Honda City V MT Exclusive,6.0642096063384905
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,3.455910805975079
Maruti Celerio VXI AT,13.9280970527449
Toyota Camry W2 (AT),6.310940499568632
Volkswagen Polo 1.5 TDI Highline,4.268901425183229
Honda City 1.5 EXI,3.125370431513103
Honda City 1.5 S MT,4.127668016832737
Maruti Baleno Vxi - BSIII,9.352630653211083
Hyundai Grand i10 1.2 CRDi Sportz,4.362789235368459
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,6.634985937485525
Maruti Alto Green LXi (CNG),3.7089471500507996
Tata Indica V2 eLS,12.143867205828691
Hyundai Getz GLE,6.367931705480182
Hyundai Xcent 1.2 CRDi S,9.351343782852133
Maruti Baleno Zeta 1.2,6.752942197255073
Maruti SX4 ZXI MT BSIV,3.776512201984092
Chevrolet Beat Diesel LT,9.18729295873489
Toyota Innova 2.5 V Diesel 7-seater,5.6681888862968615
Honda City i-VTEC CVT VX,13.946455320729118
Honda Civic 2010-2013 1.8 S MT,3.5301393579228364
Jaguar XF 3.0 Litre S Premium Luxury,9.646427803585823
Maruti Baleno Delta 1.2,4.049222584487623
Maruti Wagon R LXI Minor,3.2613758604100234
Mercedes-Benz New C-Class C 220 CDI Elegance AT,4.937119735336334
Skoda Rapid 1.5 TDI Ambition,7.461376164428207
Fiat Avventura MULTIJET Emotion,4.220440627623145
Honda City i-VTEC VX,3.6203396432835726
Mahindra XUV500 W8 4WD,8.106023609439546
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,4.213713145005156
Hyundai Verna 1.6 EX VTVT,3.8449025887682886
Honda City ZX GXi,3.049628385543288
Maruti Alto K10 2010-2014 VXI,5.255210279129795
Maruti SX4 Vxi BSIV,5.550280552304552
Mercedes-Benz CLA 200 D Sport Edition,6.819054587096326
Audi A4 2.0 TDI,4.046878907085957
Toyota Fortuner 4x2 4 Speed AT,9.056026151578305
Chevrolet Enjoy Petrol LS 7 Seater,7.975899293106358
Hyundai Grand i10 Sportz,7.410242349690036
Mahindra XUV500 W6 2WD,4.554087765788335
Toyota Prius 2009-2016 Z4,4.66568064916071
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2.6877483682283536
Maruti Alto Green LXi (CNG),4.4440528367182095
Ford Ikon 1.3 Flair,8.989824556872971
Honda Amaze S i-Vtech,3.0346682823570412
Jaguar XE 2.0L Diesel Prestige,7.7736277168902115
Maruti Ciaz ZXi Option,6.025822676161902
Mahindra KUV 100 G80 K6 Plus 5Str,10.883198555705874
Maruti Wagon R LXI,6.2976113363401085
Volkswagen Vento 1.6 Comfortline,4.931161824739944
